n,k,p,soil,zone,crop
60.0,0.0,20.0,alluvial,trans gangetic plain region,cotton
63.0,0.0,21.0,alluvial,trans gangetic plain region,cotton
66.0,0.0,22.0,alluvial,trans gangetic plain region,cotton
69.0,0.0,23.0,alluvial,trans gangetic plain region,cotton
72.0,0.0,24.0,alluvial,trans gangetic plain region,cotton
75.0,0.0,25.0,alluvial,trans gangetic plain region,cotton
78.0,0.0,26.0,alluvial,trans gangetic plain region,cotton
81.0,0.0,27.0,alluvial,trans gangetic plain region,cotton
84.0,0.0,28.0,alluvial,trans gangetic plain region,cotton
87.0,0.0,29.0,alluvial,trans gangetic plain region,cotton
90.0,0.0,30.0,alluvial,trans gangetic plain region,cotton
93.0,0.0,31.0,alluvial,trans gangetic plain region,cotton
96.0,0.0,32.0,alluvial,trans gangetic plain region,cotton
99.0,0.0,33.0,alluvial,trans gangetic plain region,cotton
102.0,0.0,34.0,alluvial,trans gangetic plain region,cotton
105.0,0.0,35.0,alluvial,trans gangetic plain region,cotton
108.0,0.0,36.0,alluvial,trans gangetic plain region,cotton
111.0,0.0,37.0,alluvial,trans gangetic plain region,cotton
114.0,0.0,38.0,alluvial,trans gangetic plain region,cotton
117.0,0.0,39.0,alluvial,trans gangetic plain region,cotton
120.0,0.0,40.0,alluvial,trans gangetic plain region,cotton
123.0,0.0,41.0,alluvial,trans gangetic plain region,cotton
126.0,0.0,42.0,alluvial,trans gangetic plain region,cotton
129.0,0.0,43.0,alluvial,trans gangetic plain region,cotton
132.0,0.0,44.0,alluvial,trans gangetic plain region,cotton
135.0,0.0,45.0,alluvial,trans gangetic plain region,cotton
138.0,0.0,46.0,alluvial,trans gangetic plain region,cotton
141.0,0.0,47.0,alluvial,trans gangetic plain region,cotton
144.0,0.0,48.0,alluvial,trans gangetic plain region,cotton
147.0,0.0,49.0,alluvial,trans gangetic plain region,cotton
150.0,0.0,50.0,alluvial,trans gangetic plain region,cotton
153.0,0.0,51.0,alluvial,trans gangetic plain region,cotton
156.0,0.0,52.0,alluvial,trans gangetic plain region,cotton
159.0,0.0,53.0,alluvial,trans gangetic plain region,cotton
162.0,0.0,54.0,alluvial,trans gangetic plain region,cotton
165.0,0.0,55.0,alluvial,trans gangetic plain region,cotton
168.0,0.0,56.0,alluvial,trans gangetic plain region,cotton
171.0,0.0,57.0,alluvial,trans gangetic plain region,cotton
174.0,0.0,58.0,alluvial,trans gangetic plain region,cotton
177.0,0.0,59.0,alluvial,trans gangetic plain region,cotton
180.0,0.0,60.0,alluvial,trans gangetic plain region,cotton
183.0,0.0,61.0,alluvial,trans gangetic plain region,cotton
186.0,0.0,62.0,alluvial,trans gangetic plain region,cotton
189.0,0.0,63.0,alluvial,trans gangetic plain region,cotton
192.0,0.0,64.0,alluvial,trans gangetic plain region,cotton
195.0,0.0,65.0,alluvial,trans gangetic plain region,cotton
198.0,0.0,66.0,alluvial,trans gangetic plain region,cotton
201.0,0.0,67.0,alluvial,trans gangetic plain region,cotton
204.0,0.0,68.0,alluvial,trans gangetic plain region,cotton
207.0,0.0,69.0,alluvial,trans gangetic plain region,cotton
210.0,0.0,70.0,alluvial,trans gangetic plain region,cotton
213.0,0.0,71.0,alluvial,trans gangetic plain region,cotton
216.0,0.0,72.0,alluvial,trans gangetic plain region,cotton
219.0,0.0,73.0,alluvial,trans gangetic plain region,cotton
222.0,0.0,74.0,alluvial,trans gangetic plain region,cotton
225.0,0.0,75.0,alluvial,trans gangetic plain region,cotton
228.0,0.0,76.0,alluvial,trans gangetic plain region,cotton
231.0,0.0,77.0,alluvial,trans gangetic plain region,cotton
234.0,0.0,78.0,alluvial,trans gangetic plain region,cotton
237.0,0.0,79.0,alluvial,trans gangetic plain region,cotton
240.0,0.0,80.0,alluvial,trans gangetic plain region,cotton
243.0,0.0,81.0,alluvial,trans gangetic plain region,cotton
246.0,0.0,82.0,alluvial,trans gangetic plain region,cotton
249.0,0.0,83.0,alluvial,trans gangetic plain region,cotton
252.0,0.0,84.0,alluvial,trans gangetic plain region,cotton
255.0,0.0,85.0,alluvial,trans gangetic plain region,cotton
258.0,0.0,86.0,alluvial,trans gangetic plain region,cotton
261.0,0.0,87.0,alluvial,trans gangetic plain region,cotton
264.0,0.0,88.0,alluvial,trans gangetic plain region,cotton
267.0,0.0,89.0,alluvial,trans gangetic plain region,cotton
270.0,0.0,90.0,alluvial,trans gangetic plain region,cotton
273.0,0.0,91.0,alluvial,trans gangetic plain region,cotton
276.0,0.0,92.0,alluvial,trans gangetic plain region,cotton
279.0,0.0,93.0,alluvial,trans gangetic plain region,cotton
282.0,0.0,94.0,alluvial,trans gangetic plain region,cotton
285.0,0.0,95.0,alluvial,trans gangetic plain region,cotton
288.0,0.0,96.0,alluvial,trans gangetic plain region,cotton
291.0,0.0,97.0,alluvial,trans gangetic plain region,cotton
294.0,0.0,98.0,alluvial,trans gangetic plain region,cotton
297.0,0.0,99.0,alluvial,trans gangetic plain region,cotton
300.0,0.0,100.0,alluvial,trans gangetic plain region,cotton
303.0,0.0,101.0,alluvial,trans gangetic plain region,cotton
306.0,0.0,102.0,alluvial,trans gangetic plain region,cotton
309.0,0.0,103.0,alluvial,trans gangetic plain region,cotton
312.0,0.0,104.0,alluvial,trans gangetic plain region,cotton
315.0,0.0,105.0,alluvial,trans gangetic plain region,cotton
318.0,0.0,106.0,alluvial,trans gangetic plain region,cotton
321.0,0.0,107.0,alluvial,trans gangetic plain region,cotton
324.0,0.0,108.0,alluvial,trans gangetic plain region,cotton
327.0,0.0,109.0,alluvial,trans gangetic plain region,cotton
330.0,0.0,110.0,alluvial,trans gangetic plain region,cotton
333.0,0.0,111.0,alluvial,trans gangetic plain region,cotton
336.0,0.0,112.0,alluvial,trans gangetic plain region,cotton
339.0,0.0,113.0,alluvial,trans gangetic plain region,cotton
342.0,0.0,114.0,alluvial,trans gangetic plain region,cotton
345.0,0.0,115.0,alluvial,trans gangetic plain region,cotton
348.0,0.0,116.0,alluvial,trans gangetic plain region,cotton
351.0,0.0,117.0,alluvial,trans gangetic plain region,cotton
354.0,0.0,118.0,alluvial,trans gangetic plain region,cotton
357.0,0.0,119.0,alluvial,trans gangetic plain region,cotton
360.0,0.0,120.0,alluvial,trans gangetic plain region,cotton
363.0,0.0,121.0,alluvial,trans gangetic plain region,cotton
366.0,0.0,122.0,alluvial,trans gangetic plain region,cotton
369.0,0.0,123.0,alluvial,trans gangetic plain region,cotton
372.0,0.0,124.0,alluvial,trans gangetic plain region,cotton
375.0,0.0,125.0,alluvial,trans gangetic plain region,cotton
378.0,0.0,126.0,alluvial,trans gangetic plain region,cotton
381.0,0.0,127.0,alluvial,trans gangetic plain region,cotton
384.0,0.0,128.0,alluvial,trans gangetic plain region,cotton
387.0,0.0,129.0,alluvial,trans gangetic plain region,cotton
390.0,0.0,130.0,alluvial,trans gangetic plain region,cotton
393.0,0.0,131.0,alluvial,trans gangetic plain region,cotton
396.0,0.0,132.0,alluvial,trans gangetic plain region,cotton
399.0,0.0,133.0,alluvial,trans gangetic plain region,cotton
402.0,0.0,134.0,alluvial,trans gangetic plain region,cotton
405.0,0.0,135.0,alluvial,trans gangetic plain region,cotton
408.0,0.0,136.0,alluvial,trans gangetic plain region,cotton
411.0,0.0,137.0,alluvial,trans gangetic plain region,cotton
414.0,0.0,138.0,alluvial,trans gangetic plain region,cotton
417.0,0.0,139.0,alluvial,trans gangetic plain region,cotton
420.0,0.0,140.0,alluvial,trans gangetic plain region,cotton
423.0,0.0,141.0,alluvial,trans gangetic plain region,cotton
426.0,0.0,142.0,alluvial,trans gangetic plain region,cotton
429.0,0.0,143.0,alluvial,trans gangetic plain region,cotton
432.0,0.0,144.0,alluvial,trans gangetic plain region,cotton
435.0,0.0,145.0,alluvial,trans gangetic plain region,cotton
438.0,0.0,146.0,alluvial,trans gangetic plain region,cotton
441.0,0.0,147.0,alluvial,trans gangetic plain region,cotton
444.0,0.0,148.0,alluvial,trans gangetic plain region,cotton
447.0,0.0,149.0,alluvial,trans gangetic plain region,cotton
450.0,0.0,150.0,alluvial,trans gangetic plain region,cotton
453.0,0.0,151.0,alluvial,trans gangetic plain region,cotton
456.0,0.0,152.0,alluvial,trans gangetic plain region,cotton
459.0,0.0,153.0,alluvial,trans gangetic plain region,cotton
462.0,0.0,154.0,alluvial,trans gangetic plain region,cotton
465.0,0.0,155.0,alluvial,trans gangetic plain region,cotton
468.0,0.0,156.0,alluvial,trans gangetic plain region,cotton
471.0,0.0,157.0,alluvial,trans gangetic plain region,cotton
474.0,0.0,158.0,alluvial,trans gangetic plain region,cotton
477.0,0.0,159.0,alluvial,trans gangetic plain region,cotton
480.0,0.0,160.0,alluvial,trans gangetic plain region,cotton
483.0,0.0,161.0,alluvial,trans gangetic plain region,cotton
486.0,0.0,162.0,alluvial,trans gangetic plain region,cotton
489.0,0.0,163.0,alluvial,trans gangetic plain region,cotton
492.0,0.0,164.0,alluvial,trans gangetic plain region,cotton
495.0,0.0,165.0,alluvial,trans gangetic plain region,cotton
498.0,0.0,166.0,alluvial,trans gangetic plain region,cotton
501.0,0.0,167.0,alluvial,trans gangetic plain region,cotton
504.0,0.0,168.0,alluvial,trans gangetic plain region,cotton
507.0,0.0,169.0,alluvial,trans gangetic plain region,cotton
510.0,0.0,170.0,alluvial,trans gangetic plain region,cotton
513.0,0.0,171.0,alluvial,trans gangetic plain region,cotton
516.0,0.0,172.0,alluvial,trans gangetic plain region,cotton
519.0,0.0,173.0,alluvial,trans gangetic plain region,cotton
522.0,0.0,174.0,alluvial,trans gangetic plain region,cotton
525.0,0.0,175.0,alluvial,trans gangetic plain region,cotton
528.0,0.0,176.0,alluvial,trans gangetic plain region,cotton
531.0,0.0,177.0,alluvial,trans gangetic plain region,cotton
534.0,0.0,178.0,alluvial,trans gangetic plain region,cotton
537.0,0.0,179.0,alluvial,trans gangetic plain region,cotton
540.0,0.0,180.0,alluvial,trans gangetic plain region,cotton
543.0,0.0,181.0,alluvial,trans gangetic plain region,cotton
546.0,0.0,182.0,alluvial,trans gangetic plain region,cotton
549.0,0.0,183.0,alluvial,trans gangetic plain region,cotton
552.0,0.0,184.0,alluvial,trans gangetic plain region,cotton
555.0,0.0,185.0,alluvial,trans gangetic plain region,cotton
558.0,0.0,186.0,alluvial,trans gangetic plain region,cotton
561.0,0.0,187.0,alluvial,trans gangetic plain region,cotton
564.0,0.0,188.0,alluvial,trans gangetic plain region,cotton
567.0,0.0,189.0,alluvial,trans gangetic plain region,cotton
570.0,0.0,190.0,alluvial,trans gangetic plain region,cotton
573.0,0.0,191.0,alluvial,trans gangetic plain region,cotton
576.0,0.0,192.0,alluvial,trans gangetic plain region,cotton
579.0,0.0,193.0,alluvial,trans gangetic plain region,cotton
582.0,0.0,194.0,alluvial,trans gangetic plain region,cotton
585.0,0.0,195.0,alluvial,trans gangetic plain region,cotton
588.0,0.0,196.0,alluvial,trans gangetic plain region,cotton
591.0,0.0,197.0,alluvial,trans gangetic plain region,cotton
594.0,0.0,198.0,alluvial,trans gangetic plain region,cotton
597.0,0.0,199.0,alluvial,trans gangetic plain region,cotton
600.0,0.0,200.0,alluvial,trans gangetic plain region,cotton
603.0,0.0,201.0,alluvial,trans gangetic plain region,cotton
606.0,0.0,202.0,alluvial,trans gangetic plain region,cotton
609.0,0.0,203.0,alluvial,trans gangetic plain region,cotton
612.0,0.0,204.0,alluvial,trans gangetic plain region,cotton
615.0,0.0,205.0,alluvial,trans gangetic plain region,cotton
618.0,0.0,206.0,alluvial,trans gangetic plain region,cotton
621.0,0.0,207.0,alluvial,trans gangetic plain region,cotton
624.0,0.0,208.0,alluvial,trans gangetic plain region,cotton
627.0,0.0,209.0,alluvial,trans gangetic plain region,cotton
630.0,0.0,210.0,alluvial,trans gangetic plain region,cotton
633.0,0.0,211.0,alluvial,trans gangetic plain region,cotton
636.0,0.0,212.0,alluvial,trans gangetic plain region,cotton
639.0,0.0,213.0,alluvial,trans gangetic plain region,cotton
642.0,0.0,214.0,alluvial,trans gangetic plain region,cotton
645.0,0.0,215.0,alluvial,trans gangetic plain region,cotton
648.0,0.0,216.0,alluvial,trans gangetic plain region,cotton
651.0,0.0,217.0,alluvial,trans gangetic plain region,cotton
654.0,0.0,218.0,alluvial,trans gangetic plain region,cotton
657.0,0.0,219.0,alluvial,trans gangetic plain region,cotton
660.0,0.0,220.0,alluvial,trans gangetic plain region,cotton
663.0,0.0,221.0,alluvial,trans gangetic plain region,cotton
666.0,0.0,222.0,alluvial,trans gangetic plain region,cotton
669.0,0.0,223.0,alluvial,trans gangetic plain region,cotton
672.0,0.0,224.0,alluvial,trans gangetic plain region,cotton
675.0,0.0,225.0,alluvial,trans gangetic plain region,cotton
678.0,0.0,226.0,alluvial,trans gangetic plain region,cotton
681.0,0.0,227.0,alluvial,trans gangetic plain region,cotton
684.0,0.0,228.0,alluvial,trans gangetic plain region,cotton
687.0,0.0,229.0,alluvial,trans gangetic plain region,cotton
690.0,0.0,230.0,alluvial,trans gangetic plain region,cotton
693.0,0.0,231.0,alluvial,trans gangetic plain region,cotton
696.0,0.0,232.0,alluvial,trans gangetic plain region,cotton
699.0,0.0,233.0,alluvial,trans gangetic plain region,cotton
702.0,0.0,234.0,alluvial,trans gangetic plain region,cotton
705.0,0.0,235.0,alluvial,trans gangetic plain region,cotton
708.0,0.0,236.0,alluvial,trans gangetic plain region,cotton
711.0,0.0,237.0,alluvial,trans gangetic plain region,cotton
714.0,0.0,238.0,alluvial,trans gangetic plain region,cotton
717.0,0.0,239.0,alluvial,trans gangetic plain region,cotton
720.0,0.0,240.0,alluvial,trans gangetic plain region,cotton
723.0,0.0,241.0,alluvial,trans gangetic plain region,cotton
726.0,0.0,242.0,alluvial,trans gangetic plain region,cotton
729.0,0.0,243.0,alluvial,trans gangetic plain region,cotton
732.0,0.0,244.0,alluvial,trans gangetic plain region,cotton
735.0,0.0,245.0,alluvial,trans gangetic plain region,cotton
738.0,0.0,246.0,alluvial,trans gangetic plain region,cotton
741.0,0.0,247.0,alluvial,trans gangetic plain region,cotton
744.0,0.0,248.0,alluvial,trans gangetic plain region,cotton
747.0,0.0,249.0,alluvial,trans gangetic plain region,cotton
0.0,0.0,0.0,alluvial,trans gangetic plain region,mustard
7.0,1.0,2.0,alluvial,trans gangetic plain region,mustard
14.0,2.0,4.0,alluvial,trans gangetic plain region,mustard
21.0,3.0,6.0,alluvial,trans gangetic plain region,mustard
28.0,4.0,8.0,alluvial,trans gangetic plain region,mustard
35.0,5.0,10.0,alluvial,trans gangetic plain region,mustard
42.0,6.0,12.0,alluvial,trans gangetic plain region,mustard
49.0,7.0,14.0,alluvial,trans gangetic plain region,mustard
56.0,8.0,16.0,alluvial,trans gangetic plain region,mustard
63.0,9.0,18.0,alluvial,trans gangetic plain region,mustard
70.0,10.0,20.0,alluvial,trans gangetic plain region,mustard
77.0,11.0,22.0,alluvial,trans gangetic plain region,mustard
84.0,12.0,24.0,alluvial,trans gangetic plain region,mustard
91.0,13.0,26.0,alluvial,trans gangetic plain region,mustard
98.0,14.0,28.0,alluvial,trans gangetic plain region,mustard
105.0,15.0,30.0,alluvial,trans gangetic plain region,mustard
112.0,16.0,32.0,alluvial,trans gangetic plain region,mustard
119.0,17.0,34.0,alluvial,trans gangetic plain region,mustard
126.0,18.0,36.0,alluvial,trans gangetic plain region,mustard
133.0,19.0,38.0,alluvial,trans gangetic plain region,mustard
140.0,20.0,40.0,alluvial,trans gangetic plain region,mustard
147.0,21.0,42.0,alluvial,trans gangetic plain region,mustard
154.0,22.0,44.0,alluvial,trans gangetic plain region,mustard
161.0,23.0,46.0,alluvial,trans gangetic plain region,mustard
168.0,24.0,48.0,alluvial,trans gangetic plain region,mustard
175.0,25.0,50.0,alluvial,trans gangetic plain region,mustard
182.0,26.0,52.0,alluvial,trans gangetic plain region,mustard
189.0,27.0,54.0,alluvial,trans gangetic plain region,mustard
196.0,28.0,56.0,alluvial,trans gangetic plain region,mustard
203.0,29.0,58.0,alluvial,trans gangetic plain region,mustard
210.0,30.0,60.0,alluvial,trans gangetic plain region,mustard
217.0,31.0,62.0,alluvial,trans gangetic plain region,mustard
224.0,32.0,64.0,alluvial,trans gangetic plain region,mustard
231.0,33.0,66.0,alluvial,trans gangetic plain region,mustard
238.0,34.0,68.0,alluvial,trans gangetic plain region,mustard
245.0,35.0,70.0,alluvial,trans gangetic plain region,mustard
252.0,36.0,72.0,alluvial,trans gangetic plain region,mustard
259.0,37.0,74.0,alluvial,trans gangetic plain region,mustard
266.0,38.0,76.0,alluvial,trans gangetic plain region,mustard
273.0,39.0,78.0,alluvial,trans gangetic plain region,mustard
280.0,40.0,80.0,alluvial,trans gangetic plain region,mustard
287.0,41.0,82.0,alluvial,trans gangetic plain region,mustard
294.0,42.0,84.0,alluvial,trans gangetic plain region,mustard
301.0,43.0,86.0,alluvial,trans gangetic plain region,mustard
308.0,44.0,88.0,alluvial,trans gangetic plain region,mustard
315.0,45.0,90.0,alluvial,trans gangetic plain region,mustard
322.0,46.0,92.0,alluvial,trans gangetic plain region,mustard
329.0,47.0,94.0,alluvial,trans gangetic plain region,mustard
336.0,48.0,96.0,alluvial,trans gangetic plain region,mustard
343.0,49.0,98.0,alluvial,trans gangetic plain region,mustard
350.0,50.0,100.0,alluvial,trans gangetic plain region,mustard
357.0,51.0,102.0,alluvial,trans gangetic plain region,mustard
364.0,52.0,104.0,alluvial,trans gangetic plain region,mustard
371.0,53.0,106.0,alluvial,trans gangetic plain region,mustard
378.0,54.0,108.0,alluvial,trans gangetic plain region,mustard
385.0,55.0,110.0,alluvial,trans gangetic plain region,mustard
392.0,56.0,112.0,alluvial,trans gangetic plain region,mustard
399.0,57.0,114.0,alluvial,trans gangetic plain region,mustard
406.0,58.0,116.0,alluvial,trans gangetic plain region,mustard
413.0,59.0,118.0,alluvial,trans gangetic plain region,mustard
420.0,60.0,120.0,alluvial,trans gangetic plain region,mustard
427.0,61.0,122.0,alluvial,trans gangetic plain region,mustard
434.0,62.0,124.0,alluvial,trans gangetic plain region,mustard
441.0,63.0,126.0,alluvial,trans gangetic plain region,mustard
448.0,64.0,128.0,alluvial,trans gangetic plain region,mustard
455.0,65.0,130.0,alluvial,trans gangetic plain region,mustard
462.0,66.0,132.0,alluvial,trans gangetic plain region,mustard
